,amount,tkn_dayTrader,tkn_tknProvider,tkn_bntProvider,tkn_masterVault,tkn_epVault,bnt_dayTrader,bnt_tknProvider,bnt_bntProvider,bnt_masterVault,bntkn_dayTrader,bntkn_tknProvider,bntkn_bntProvider,bnbnt_dayTrader,bnbnt_tknProvider,bnbnt_bntProvider,bnbnt_bntPool,bntCurrentPoolFunding,tknStakedBalance,bntStakedBalance,tknTradingLiquidity,bntTradingLiquidity,action
94,0,-0.0019436179847205469835746592505628069555981029560037606044477040740868616268124560814121631564722032757895422326314637619340043311777810503094010104136900,0.57639250992045973272194362704468466985383520985122512226364653807531894342979570493911039014725462395061981182475909496144122779040710869794927900819026300,0,-1.1530166922873159437274731427238095541934562502800531109746337722739145702747635528901107153260200440187562314657983819756201143126792907686243283673554800,0,0.00354000268657537673035460202526275217512354211040846236047149410160392151167192822832249058905385353016671195178585545054891212745469010379262986224632000,0,2.0467638762507634432124854479953892804181486775660839051083523629386635623456696354349665868488814312289527561740893447129981847630386153347691373703930780,-0.0321992203784607277360513004592723635888868014526845046993087183656041798558368203550435085548609606802457881460045802750435327631387653562922704149470900,0,-0.0000013833358354314164222445736692887122873394072229847880074792221488147463338752792365596631740388861446568566568788987672166709548635278869549580211400,0,0,0,-0.0000266339185363765416996472202700829346543209256728191623411819430026688233941851451090946062263947953519964880526646164573241210966447083704233524759500,2.0185164498779501798341709822197833859073428307737610240601359049349630670584474983347669288978617944374859457614424714330678688922057761332058314152054640,-0.0322078891297116317817108824347143249221814349099300376047135865791457391712540620492624884954144048383438807195666200424560933332892066815524991351444500,-1.1555867694111561499115661448275163624659504093272413031287336416156504374291657776788315641510379270486855489805151753670558523301156153295501488837865800,-0.0322078891297116317817108824347143249221814349099300376047135865791457391712540620492624884954144048383438807195666200424560933332892066815524991351444500,-0.0566244800311982086062748327902298587484915475833543688197808942147293222231447765146820049715065466499259792704671201992476484348151243587856551856173800,-0.0321992371566719672650839551517736832585090037597252278563556250928477339316127883757832192902641487545452362847759591642007247954457906688851187764795800,tradeBNT
95,0,-0.0019436179847205469835746592505628069555981029560037606044477040740868616268124560814121631564722032757895422326314637619340043311777810503094010104136900,0.57639250992045973272194362704468466985383520985122512226364653807531894342979570493911039014725462395061981182475909496144122779040710869794927900819026300,0,-1.1530166922873159437274731427238095541934562502800531109746337722739145702747635528901107153260200440187562314657983819756201143126792907686243283673554800,0,0.00354000268657537673035460202526275217512354211040846236047149410160392151167192822832249058905385353016671195178585545054891212745469010379262986224632000,0,2.0541588128402801272032643712939969025542931601008050859098027440115412246116496795259593468831654956520334016703658322805513546681660683143752121285233890,-0.0321992203784607277360513004592723635888868014526845046993087183656041798558368203550435085548609606802457881460045802750435327631387653562922704149470900,0,-0.0000013833358354314164222445736692887122873394072229847880074792221488147463338752792365596631740388861446568566568788987672166709548635278869549580211400,0,0,0,-0.0000249926148358304482359610459407846595375718752165089586681934739203150914229775071067422450986189417495693732531418013217481166472117069069149211913200,2.0258117392103990517018116058942816628542932329945996535863067570093287464488657199806702008233095428357884898824966178520923445617215060309737725060024270,-0.0322078891297116317817108824347143249221814349099300376047135865791457391712540620492624884954144048383438807195666200424560933332892066815524991351444500,-1.1555867694111561499115661448275163624659504093272413031287336416156504374291657776788315641510379270486855489805151753670558523301156153295501488837865800,-0.0322078891297116317817108824347143249221814349099300376047135865791457391712540620492624884954144048383438807195666200424560933332892066815524991351444500,-0.0566244800311982086062748327902298587484915475833543688197808942147293222231447765146820049715065466499259792704671201992476484348151243587856551856173800,-0.0321992371566719672650839551517736832585090037597252278563556250928477339316127883757832192902641487545452362847759591642007247954457906688851187764795800,depositBNT
96,0,-0.0019436179847205469835746592505628069555981029560037606044477040740868616268124560814121631564722032757895422326314637619340043311777810503094010104136900,0.57742040852243002809595068810486535571273289715847095703510887318138806605968428421141751956285851852929407562590255709551752147494766948123483318251024000,0,-1.1489253326132861182259770596322167025455292062461506342809765251635562419470505788015742876909079369304045882510526709033650920634379323600714363482623900,0,0.00354000268657537673035460202526275217512354211040846236047149410160392151167192822832249058905385353016671195178585545054891212745469010379262986224632000,0,2.0541588128402801272032643712939969025542931601008050859098027440115412246116496795259593468831654956520334016703658322805513546681660683143752121285233890,-0.0341588701983534880613016067776157054960299812575760706236921530788752983895743387801997367320643302034987195480196081199097839003176961390577997001008700,0,-0.0000013786823960817445887610704056489337303942557895533056561080074010084276957310364391359436234834599426534984374949194416746444177139423407306905575200,0,0,0,-0.0000249926148358304482359610459407846595375718752165089586681934739203150914229775071067422450986189417495693732531418013217481166472117069069149211913200,2.0237792502916679388140203361718418410528510556094885686229009867042256608952393776181459121084294940752135249335247790285237552545670586216370955543797830,-0.0341682087585526806875834700797912204192006113560039882839039825033580588295921661864564336749928201897664089263544309388945636443607301952647994540406800,-1.1514874243098495292906476267060717703916484308994813438372987752116302640981581694883479095961485067192141493355280882467254799595452922982708897927391400,-0.0341682087585526806875834700797912204192006113560039882839039825033580588295921661864564336749928201897664089263544309388945636443607301952647994540406800,-0.0546683113068961149711337639210473331439526936720050784534508668933644092164959960765975048479630385419504341752616062933013367642787897079582225703038500,-0.03415888792700156547200,depositTKN
97,0,-0.0019436179847205469835746592505628069555981029560037606044477040740868616268124560814121631564722032757895422326314637619340043311777810503094010104136900,0.62705147548350554771128190800097812425625458281490534370641124290979840170802707941282477666189979272364795522558904487140886979375108333903643441223811200,0,-1.2495440160677830916630327752232099224401763923116255312100349845920694694818185817784797478823102742245151819265181483321846979482556201091829223363124300,0,0.00354000268657537673035460202526275217512354211040846236047149410160392151167192822832249058905385353016671195178585545054891212745469010379262986224632000,0,2.0541588128402801272032643712939969025542931601008050859098027440115412246116496795259593468831654956520334016703658322805513546681660683143752121285233890,-0.0341588701983534880613016067776157054960299812575760706236921530788752983895743387801997367320643302034987195480196081199097839003176961390577997001008700,0,-0.0000015056181235170297417235789876152697235071895282102731073293114570780540238076933239079794017274342111585331284695868420932733054648524213422030387100,0,0,0,-0.0000249926148358304482359610459407846595375718752165089586681934739203150914229775071067422450986189417495693732531418013217481166472117069069149211913200,2.0237792502916679388140203361718418410528510556094885686229009867042256608952393776181459121084294940752135249335247790285237552545670586216370955543797830,-0.0341682087585526806875834700797912204192006113560039882839039825033580588295921661864564336749928201897664089263544309388945636443607301952647994540406800,-1.2523331612130320710789855455967958928483645477114578787332804535320837977833861791236184548086284986879887600943708844873530860835095281658064750665072800,-0.0341682087585526806875834700797912204192006113560039882839039825033580588295921661864564336749928201897664089263544309388945636443607301952647994540406800,-0.0546683113068961149711337639210473331439526936720050784534508668933644092164959960765975048479630385419504341752616062933013367642787897079582225703038500,-0.03415888792700156547200,withdrawTKN
98,0,-0.0019436179847205469835746592505628069555981029560037606044477040740868616268124560814121631564722032757895422326314637619340043311777810503094010104136900,0.62705147548350554771128190800097812425625458281490534370641124290979840170802707941282477666189979272364795522558904487140886979375108333903643441223811200,0,-1.2495440160677830916630327752232099224401763923116255312100349845920694694818185817784797478823102742245151819265181483321846979482556201091829223363124300,0,0.00354000268657537673035460202526275217512354211040846236047149410160392151167192822832249058905385353016671195178585545054891212745469010379262986224632000,0,2.0999151123110107751241092973142185918353447783083324317379263707168741998662542902487371953966667805947155900178532121079893077560225883665077895090843360,-0.0341588701983534880613016067776157054960299812575760706236921530788752983895743387801997367320643302034987195480196081199097839003176961390577997001008700,0,-0.0000015056181235170297417235789876152697235071895282102731073293114570780540238076933239079794017274342111585331284695868420932733054648524213422030387100,0,0,0,-0.0000258695614865553889233523573017602860060778938624008027957274201478302768140345236864860128112476040414362795203602467092479799128351750148102127565800,2.0696786071497320145962760665721812709020379843187037250685026759377580944522051135723668277508492142018814809259515573080376403801780168063500116621495130,-0.0341682087585526806875834700797912204192006113560039882839039825033580588295921661864564336749928201897664089263544309388945636443607301952647994540406800,-1.2523331612130320710789855455967958928483645477114578787332804535320837977833861791236184548086284986879887600943708844873530860835095281658064750665072800,-0.0341682087585526806875834700797912204192006113560039882839039825033580588295921661864564336749928201897664089263544309388945636443607301952647994540406800,-0.0546683113068961149711337639210473331439526936720050784534508668933644092164959960765975048479630385419504341752616062933013367642787897079582225703038500,-0.03415888792700156547200,withdrawBNT
99,0,-0.0019436179847205469835746592505628069555981029560037606044477040740868616268124560814121631564722032757895422326314637619340043311777810503094010104136900,0.62705147548350554771128190800097812425625458281490534370641124290979840170802707941282477666189979272364795522558904487140886979375108333903643441223811200,0,-1.2495440160677830916630327752232099224401763923116255312100349845920694694818185817784797478823102742245151819265181483321846979482556201091829223363124300,0,0.00354000268657537673035460202526275217512354211040846236047149410160392151167192822832249058905385353016671195178585545054891212745469010379262986224632000,0,2.1070791659150870280577739417270859257646439695838317031863509650051451297170750327443523252035960922119487189434018548443085482235524475674077433285177640,-0.0341588701983534880613016067776157054960299812575760706236921530788752983895743387801997367320643302034987195480196081199097839003176961390577997001008700,0,-0.0000015056181235170297417235789876152697235071895282102731073293114570780540238076933239079794017274342111585331284695868420932733054648524213422030387100,0,0,0,-0.0000244402518407136281527606800530347799684837742344351318217684951987738597670464388254750609832524579788474022730515749482808112119432488877773426350200,2.0767419772805230164584344766364283017990477604500059196140447765843667604403029618275275514855899367701896203488574895251023335045838524731000944083425230,-0.0341682087585526806875834700797912204192006113560039882839039825033580588295921661864564336749928201897664089263544309388945636443607301952647994540406800,-1.2523331612130320710789855455967958928483645477114578787332804535320837977833861791236184548086284986879887600943708844873530860835095281658064750665072800,-0.0341682087585526806875834700797912204192006113560039882839039825033580588295921661864564336749928201897664089263544309388945636443607301952647994540406800,-0.0546683113068961149711337639210473331439526936720050784534508668933644092164959960765975048479630385419504341752616062933013367642787897079582225703038500,-0.03415888792700156547200,depositBNT
100,0,-0.0027746039301942820028209455943689425381133480844634747239773998468524105141421399576805716785594884084070006569207429765300509299809595175726651674937700,0.62705147548350554771128190800097812425625458281490534370641124290979840170802707941282477666189979272364795522558904487140886979375108333903643441223811200,0,-1.2495788067948188784982861794404259452413971601306131064339935614452799522303657175626705203789841536788597210659142600990233018348382916861082575839789000,0,0.00371864925087530711166017765665443364268662288802942659345284182536067218414764348404613811673804604758226818114471031665523662987344444183985434626429000,0,2.1070791659150870280577739417270859257646439695838317031863509650051451297170750327443523252035960922119487189434018548443085482235524475674077433285177640,-0.0341577908126871318294727674356424920387644692347958413966838451972617455740715671401872871426660620898643598247190799694620178339671079361614659223127700,0,-0.0000015056181235170297417235789876152697235071895282102731073293114570780540238076933239079794017274342111585331284695868420932733054648524213422030387100,0,0,0,-0.0000244402518407136281527606800530347799684837742344351318217684951987738597670464388254750609832524579788474022730515749482808112119432488877773426350200,2.0767419772805230164584344766364283017990477604500059196140447765843667604403029618275275514855899367701896203488574895251023335045838524731000944083425230,-0.0341682087585526806875834700797912204192006113560039882839039825033580588295921661864564336749928201897664089263544309388945636443607301952647994540406800,-1.2523330913200529651115300315646527425482528769313452960506886638111503745001757222945307249901938269047670631556922745152409119802075307886574884823826500,-0.0341682087585526806875834700797912204192006113560039882839039825033580588295921661864564336749928201897664089263544309388945636443607301952647994540406800,-0.0546693882158528101502185301254910622492166579794791584551136050135997845483560270535332255099188420100774972570480349781601290808136258404470398270636500,-0.0341578090799620402092658470093245066521640941754057654225145536452248414949967155066026509670851188474141299838889772712614092451845653944197138371217400,tradeBNT
101,0,-0.0028024654617539163249295994116891690887709784111537955497947651045338043360880991979227794842520977301849904719313365193902423737458484097627857282219700,0.62705147548350554771128190800097812425625458281490534370641124290979840170802707941282477666189979272364795522558904487140886979375108333903643441223811200,0,-1.2495709525495924325244150655844583147407126161464249973275236842952672075104026782374171978394864670048603255277139982672992169130940913051705875425969400,0,0.00390369743376101700955593203678868726219046203880843684671645565044129553595662473345533806241656654079101174905891570424928171256878540964307322296856100,0,2.1070791659150870280577739417270859257646439695838317031863509650051451297170750327443523252035960922119487189434018548443085482235524475674077433285177640,-0.0341581724148723710132441198881733705853844390247103373419487494714370541070093823365585498449383625756566922236576178461707187361881589984630762850257100,0,-0.0000015056181235170297417235789876152697235071895282102731073293114570780540238076933239079794017274342111585331284695868420932733054648524213422030387100,0,0,0,-0.0000244402518407136281527606800530347799684837742344351318217684951987738597670464388254750609832524579788474022730515749482808112119432488877773426350200,2.0767419772805230164584344766364283017990477604500059196140447765843667604403029618275275514855899367701896203488574895251023335045838524731000944083425230,-0.0341682079930093476692035902506849397622105926113009469073359759001026072030609332149241310802194124555939815047092933311348137185097227965774878799034500,-1.2523330913200529651115300315646527425482528769313452960506886638111503745001757222945307249901938269047670631556922745152409119802075307886574884823826500,-0.0341682079930093476692035902506849397622105926113009469073359759001026072030609332149241310802194124555939815047092933311348137185097227965774878799034500,-0.0546690055785044334450661874721620778347199735266319127117018421632245490650804387675372628748522784778873762654087318348603047635989925012548244902782800,-0.0341581908737466412198099730787504457525035355430174554980219135835291963853675863927755989218556312949840017227117005426621801722461453917318980846206800,tradeTKN
102,0,-0.0028024654617539163249295994116891690887709784111537955497947651045338043360880991979227794842520977301849904719313365193902423737458484097627857282219700,0.62819249628821227937057923883080651183031376785733384496880735981924149243264845525498477165113619626470975949982664886235114952972832106161135155662330500,0,-1.2450643324707009022162348182533992148858933083226182741954789451297133223083779053617337339700970905596574763620736203642997652959376702580700394135340900,0,0.00390369743376101700955593203678868726219046203880843684671645565044129553595662473345533806241656654079101174905891570424928171256878540964307322296856100,0,2.1070791659150870280577739417270859257646439695838317031863509650051451297170750327443523252035960922119487189434018548443085482235524475674077433285177640,-0.0366188976135289717992213163768673592480024657370462043084376572783842556186447944179321031067242637677074951064321495241107159899862212793661929880692200,0,-0.0000015006965247424373433963784519734508562493790908243296918736767842655717729058603698786318233076118307560221909034063069914144596248740025823449168100,0,0,0,-0.0000244402518407136281527606800530347799684837742344351318217684951987738597670464388254750609832524579788474022730515749482808112119432488877773426350200,2.0741835921454489231313788390967869496647853073028351944821884991706410714466606819011753533307792133245894289319399960973954681532595699828821102973341970,-0.0366298348888918152854422457903815553825911732101178373649342565323932987915644753954291451236664391848985746716492612301397490696671079382958179280960600,-1.2478178436640549032347489821878895509743676107460700405645760155135834543178034697541777851582106709080328128326491544505489095194108554414101880730090700,-0.0366298348888918152854422457903815553825911732101178373649342565323932987915644753954291451236664391848985746716492612301397490696671079382958179280960600,-0.0534783418780102365899346017430687217149846993048491104180085122681448647240515526923642542466128686840940140857155556881123484235912288625805689038361400,-0.0366189173133970850112400,depositTKN
103,0,-0.0028024654617539163249295994116891690887709784111537955497947651045338043360880991979227794842520977301849904719313365193902423737458484097627857282219700,0.62819249628821227937057923883080651183031376785733384496880735981924149243264845525498477165113619626470975949982664886235114952972832106161135155662330500,0,-1.2450643324707009022162348182533992148858933083226182741954789451297133223083779053617337339700970905596574763620736203642997652959376702580700394135340900,0,0.00390369743376101700955593203678868726219046203880843684671645565044129553595662473345533806241656654079101174905891570424928171256878540964307322296856100,0,2.1253570332750474907660076757223988040126060669201738187631613834624515358410642400704800124791427140449228721068521130039233010179206911366247831724574650,-0.0366188976135289717992213163768673592480024657370462043084376572783842556186447944179321031067242637677074951064321495241107159899862212793661929880692200,0,-0.0000015006965247424373433963784519734508562493790908243296918736767842655717729058603698786318233076118307560221909034063069914144596248740025823449168100,0,0,0,-0.0000214530539064017205639994894310845982504728774972256444261041349581543915148958366888837461565800552207026057320603078615971950817654270928651411316800,2.0921829366189685165514409025845331515662947618743687871197840706567887350743960904638698366307966487491188833538607957650659686347824543303439894007275890,-0.0366298348888918152854422457903815553825911732101178373649342565323932987915644753954291451236664391848985746716492612301397490696671079382958179280960600,-1.2478178436640549032347489821878895509743676107460700405645760155135834543178034697541777851582106709080328128326491544505489095194108554414101880730090700,-0.0366298348888918152854422457903815553825911732101178373649342565323932987915644753954291451236664391848985746716492612301397490696671079382958179280960600,-0.0534783418780102365899346017430687217149846993048491104180085122681448647240515526923642542466128686840940140857155556881123484235912288625805689038361400,-0.0366189173133970850112400,depositBNT
104,0,-0.0030765280242933130862886633453075378375466946359984830702014035218910026362438741637133783495311829627034370424354820537800546743834827455295789358248700,0.62819249628821227937057923883080651183031376785733384496880735981924149243264845525498477165113619626470975949982664886235114952972832106161135155662330500,0,-1.2450795706678322570264994341996844070133670041239131724262714872056873487826750919791967965822491245694170951775897266171078853726673593620128787733417600,0,0.00399132078395271376300845343368568937659418877300285825224581294313897860670430316423398118214540488067437068402867073329159692523776032438280234258264100,0,2.1253570332750474907660076757223988040126060669201738187631613834624515358410642400704800124791427140449228721068521130039233010179206911366247831724574650,-0.0366183886181837818427648339285552364498077974548461112460873588711213421339054525043341654281585286751284522443196193728070121920385092069625009009626700,0,-0.0000015006965247424373433963784519734508562493790908243296918736767842655717729058603698786318233076118307560221909034063069914144596248740025823449168100,0,0,0,-0.0000214530539064017205639994894310845982504728774972256444261041349581543915148958366888837461565800552207026057320603078615971950817654270928651411316800,2.0921829366189685165514409025845331515662947618743687871197840706567887350743960904638698366307966487491188833538607957650659686347824543303439894007275890,-0.0366298348888918152854422457903815553825911732101178373649342565323932987915644753954291451236664391848985746716492612301397490696671079382958179280960600,-1.2478178130522086719112613114899551860354517974528666517047763169822923734446311555359617424237510677388085119114905549498248748476116384862580777547346700,-0.0366298348888918152854422457903815553825911732101178373649342565323932987915644753954291451236664391848985746716492612301397490696671079382958179280960600,-0.0534788496869490057300405695542447033270693444025613142923952683432260731988754432275279768562408507518282295615527752699770455703678096887819633685330400,-0.0366184085720229295801322727029678993040505439573673316266858737826653242569632312591346632309511056946046377927621405111356340786199595113272109261387900,tradeBNT
105,0,-0.0031390771507401555610822692967767965776090416793504914743476362438381589989487778431777000475024747616827165762827166706922289818618653053918619234759700,0.62819249628821227937057923883080651183031376785733384496880735981924149243264845525498477165113619626470975949982664886235114952972832106161135155662330500,0,-1.2450637895303632203939149463405915857616357030098558921921028342961828550350181985857410523581616892973344992757806732351444569208542367747748711251511100,0,0.00427818509594365731459814600873447280921766080102021458001564323906172810343127530113665973695601291962440569321971933415894452364242769886858171807188200,0,2.1253570332750474907660076757223988040126060669201738187631613834624515358410642400704800124791427140449228721068521130039233010179206911366247831724574650,-0.0366191441084196011933285880234199389012099930502080315329577272661438939874948404461890051320901653279166214724387413188637577094827853391372680965541100,0,-0.0000015006965247424373433963784519734508562493790908243296918736767842655717729058603698786318233076118307560221909034063069914144596248740025823449168100,0,0,0,-0.0000214530539064017205639994894310845982504728774972256444261041349581543915148958366888837461565800552207026057320603078615971950817654270928651411316800,2.0921829366189685165514409025845331515662947618743687871197840706567887350743960904638698366307966487491188833538607957650659686347824543303439894007275890,-0.0366298333732455140598660474385100209279711227684010090579729661722226839509716631038220555267665567277428004744037862257595366038698527373855715804399000,-1.2478178130522086719112613114899551860354517974528666517047763169822923734446311555359617424237510677388085119114905549498248748476116384862580777547346700,-0.0366298333732455140598660474385100209279711227684010090579729661722226839509716631038220555267665567277428004744037862257595366038698527373855715804399000,-0.0534780921749115253941058154237848620023980237642793963333437769090646669049730583456071571400297909583454905112625650506342598681589457036510703817678300,-0.0366191644416243428583619837481930604785255771688337252243139182021638553668932200921408104866166303441463886792367902155997350312043348548837868099903100,tradeTKN
106,0,-0.0031390771507401555610822692967767965776090416793504914743476362438381589989487778431777000475024747616827165762827166706922289818618653053918619234759700,0.62819249628821227937057923883080651183031376785733384496880735981924149243264845525498477165113619626470975949982664886235114952972832106161135155662330500,0,-1.2450637895303632203939149463405915857616357030098558921921028342961828550350181985857410523581616892973344992757806732351444569208542367747748711251511100,0,0.00427818509594365731459814600873447280921766080102021458001564323906172810343127530113665973695601291962440569321971933415894452364242769886858171807188200,0,2.1390467344317158295195463621443680636999095722211727331369901117637010461052727768664035615793573334251981928630039102135620814470602580904390572828544430,-0.0366191441084196011933285880234199389012099930502080315329577272661438939874948404461890051320901653279166214724387413188637577094827853391372680965541100,0,-0.0000015006965247424373433963784519734508562493790908243296918736767842655717729058603698786318233076118307560221909034063069914144596248740025823449168100,0,0,0,-0.0000196790636375320232058099319134269874827176666066370764621524958570144150690783997731268109517411048529759261599029887613471151529401168120879446395300,2.1056641170728899878251415117452898457870064006337564883311175306406855444513733722869191460976802599354891642539926950694605007379830070622089468882316480,-0.0366298333732455140598660474385100209279711227684010090579729661722226839509716631038220555267665567277428004744037862257595366038698527373855715804399000,-1.2478178130522086719112613114899551860354517974528666517047763169822923734446311555359617424237510677388085119114905549498248748476116384862580777547346700,-0.0366298333732455140598660474385100209279711227684010090579729661722226839509716631038220555267665567277428004744037862257595366038698527373855715804399000,-0.0534780921749115253941058154237848620023980237642793963333437769090646669049730583456071571400297909583454905112625650506342598681589457036510703817678300,-0.0366191644416243428583619837481930604785255771688337252243139182021638553668932200921408104866166303441463886792367902155997350312043348548837868099903100,depositBNT
107,0,-0.0031390771507401555610822692967767965776090416793504914743476362438381589989487778431777000475024747616827165762827166706922289818618653053918619234759700,0.62819249628821227937057923883080651183031376785733384496880735981924149243264845525498477165113619626470975949982664886235114952972832106161135155662330500,0,-1.2450637895303632203939149463405915857616357030098558921921028342961828550350181985857410523581616892973344992757806732351444569208542367747748711251511100,0,0.00427818509594365731459814600873447280921766080102021458001564323906172810343127530113665973695601291962440569321971933415894452364242769886858171807188200,0,2.2149221927321670705917671754546474678276331769230880201805615035664932010892017145719975523851406267275620558808769125669403185639372998084818116715313540,-0.0366191441084196011933285880234199389012099930502080315329577272661438939874948404461890051320901653279166214724387413188637577094827853391372680965541100,0,-0.0000015006965247424373433963784519734508562493790908243296918736767842655717729058603698786318233076118307560221909034063069914144596248740025823449168100,0,0,0,-0.0000207665512778597628187429673094925191164533114661861776366762175278484065382844568796051081177645953816515143249307424749685866746919836648333077172800,2.1817814408943956737620716104734864371966409649350324484897813163165700092699271251118133631694501766904189204698797163851056479814793148209268229363158720,-0.0366298333732455140598660474385100209279711227684010090579729661722226839509716631038220555267665567277428004744037862257595366038698527373855715804399000,-1.2478178130522086719112613114899551860354517974528666517047763169822923734446311555359617424237510677388085119114905549498248748476116384862580777547346700,-0.0366298333732455140598660474385100209279711227684010090579729661722226839509716631038220555267665567277428004744037862257595366038698527373855715804399000,-0.0534780921749115253941058154237848620023980237642793963333437769090646669049730583456071571400297909583454905112625650506342598681589457036510703817678300,-0.0366191644416243428583619837481930604785255771688337252243139182021638553668932200921408104866166303441463886792367902155997350312043348548837868099903100,withdrawBNT
108,0,-0.0031390771507401555610822692967767965776090416793504914743476362438381589989487778431777000475024747616827165762827166706922289818618653053918619234759700,0.62819249628821227937057923883080651183031376785733384496880735981924149243264845525498477165113619626470975949982664886235114952972832106161135155662330500,0,-1.2450637895303632203939149463405915857616357030098558921921028342961828550350181985857410523581616892973344992757806732351444569208542367747748711251511100,0,0.00427818509594365731459814600873447280921766080102021458001564323906172810343127530113665973695601291962440569321971933415894452364242769886858171807188200,0,2.2158082851586159534071141175638870996832549059192102598484249210707004047832084704045858126384458728603544649163380868896204026735708948054415913676398000,-0.0366191441084196011933285880234199389012099930502080315329577272661438939874948404461890051320901653279166214724387413188637577094827853391372680965541100,0,-0.0000015006965247424373433963784519734508562493790908243296918736767842655717729058603698786318233076118307560221909034063069914144596248740025823449168100,0,0,0,-0.0000206593391494948286811257619097996956616576594124138245702377889294032382301759822744232259775037972815078281225878604171821867656906576637115711057900,2.1826546059319957632940260612066077951893946451004728418198033905411304875857068177672202250020460258317074302321176882313483030731367179246930381215950310,-0.0366298333732455140598660474385100209279711227684010090579729661722226839509716631038220555267665567277428004744037862257595366038698527373855715804399000,-1.2478178130522086719112613114899551860354517974528666517047763169822923734446311555359617424237510677388085119114905549498248748476116384862580777547346700,-0.0366298333732455140598660474385100209279711227684010090579729661722226839509716631038220555267665567277428004744037862257595366038698527373855715804399000,-0.0534780921749115253941058154237848620023980237642793963333437769090646669049730583456071571400297909583454905112625650506342598681589457036510703817678300,-0.0366191644416243428583619837481930604785255771688337252243139182021638553668932200921408104866166303441463886792367902155997350312043348548837868099903100,depositBNT
109,0,-0.0031390771507401555610822692967767965776090416793504914743476362438381589989487778431777000475024747616827165762827166706922289818618653053918619234759700,0.62819249628821227937057923883080651183031376785733384496880735981924149243264845525498477165113619626470975949982664886235114952972832106161135155662330500,0,-1.2450637895303632203939149463405915857616357030098558921921028342961828550350181985857410523581616892973344992757806732351444569208542367747748711251511100,0,0.00427818509594365731459814600873447280921766080102021458001564323906172810343127530113665973695601291962440569321971933415894452364242769886858171807188200,0,2.2336775501363025636089617193421782021469970149477152872033838619971938340420128454773754891005272948084153237418229684124364809774140921276021606750039160,-0.0366191441084196011933285880234199389012099930502080315329577272661438939874948404461890051320901653279166214724387413188637577094827853391372680965541100,0,-0.0000015006965247424373433963784519734508562493790908243296918736767842655717729058603698786318233076118307560221909034063069914144596248740025823449168100,0,0,0,-0.0000187263148439792986929414950965792732827279253274956550111635934095938228725126795722229609012732803675278017247214354786506026723424040663585708354200,2.2002632229087608149574579244983721418929785289460881737083689934961120892365526838832900677220948188181907112951570913987813148579293713639066257593548490,-0.0366298333732455140598660474385100209279711227684010090579729661722226839509716631038220555267665567277428004744037862257595366038698527373855715804399000,-1.2478178130522086719112613114899551860354517974528666517047763169822923734446311555359617424237510677388085119114905549498248748476116384862580777547346700,-0.0366298333732455140598660474385100209279711227684010090579729661722226839509716631038220555267665567277428004744037862257595366038698527373855715804399000,-0.0534780921749115253941058154237848620023980237642793963333437769090646669049730583456071571400297909583454905112625650506342598681589457036510703817678300,-0.0366191644416243428583619837481930604785255771688337252243139182021638553668932200921408104866166303441463886792367902155997350312043348548837868099903100,depositBNT
110,0,-0.0031390771507401555610822692967767965776090416793504914743476362438381589989487778431777000475024747616827165762827166706922289818618653053918619234759700,0.64838060673688667372647666705512654099836513380877677703147649619248587128637804977032580702971632076928886276165662585559618697179457233080250627241747900,0,-1.2858552318952004828026805525702186652205190748549413965871632008616187068880868251692552222823175767072152312238533598034444521889341667945889450402861900,0,0.00427818509594365731459814600873447280921766080102021458001564323906172810343127530113665973695601291962440569321971933415894452364242769886858171807188200,0,2.2336775501363025636089617193421782021469970149477152872033838619971938340420128454773754891005272948084153237418229684124364809774140921276021606750039160,-0.0366191441084196011933285880234199389012099930502080315329577272661438939874948404461890051320901653279166214724387413188637577094827853391372680965541100,0,-0.0000015554115716360233476358098515087766837996507779988254198977475476305874301802842911114267403817394948533402639953360334944396116103664475704315593600,0,0,0,-0.0000187263148439792986929414950965792732827279253274956550111635934095938228725126795722229609012732803675278017247214354786506026723424040663585708354200,2.2002632229087608149574579244983721418929785289460881737083689934961120892365526838832900677220948188181907112951570913987813148579293713639066257593548490,-0.0366298333732455140598660474385100209279711227684010090579729661722226839509716631038220555267665567277428004744037862257595366038698527373855715804399000,-1.2887005682675458361819218987048052448036568260461255624987079204121486124867104371943710445756363416367902844965461411847061326096770697994026892443888500,-0.0366298333732455140598660474385100209279711227684010090579729661722226839509716631038220555267665567277428004744037862257595366038698527373855715804399000,-0.0534780921749115253941058154237848620023980237642793963333437769090646669049730583456071571400297909583454905112625650506342598681589457036510703817678300,-0.0366191644416243428583619837481930604785255771688337252243139182021638553668932200921408104866166303441463886792367902155997350312043348548837868099903100,withdrawTKN
