,user_id,poolSymbol,tokenAmount_real_usd
2107,0x4020521006D84F920500f307c1865297d28332A7,bnt,1314.924832552104
2108,0x4043a64499891780dBF1c7FB333a09FE99A484B8,bnt,92.37943073777558
2109,0x4044Cd2D13E0BfBB4881EeA7A9020F7240cE956D,enj,36287.0854929124
2110,0x40482C0E76E01779b38264d9Cc5f94fDE9DE6E2e,bnt,131306.61068882036
2111,0x40482C0E76E01779b38264d9Cc5f94fDE9DE6E2e,eth,24444.42123722084
2112,0x40482C0E76E01779b38264d9Cc5f94fDE9DE6E2e,usdc,11485.540210352314
2113,0x404bBD55f3514314f819204Be027F6A18550238e,bnt,915.3607061093937
2114,0x404bBD55f3514314f819204Be027F6A18550238e,link,12856.873239155295
2115,0x407E55415A06a3BBeB99149C1Cd02ea27330aC54,bnt,3954.3262943113664
2116,0x4081439C451C10687f42B58403819BbF16e5205e,bnt,431.59467274397866
2117,0x40908c9b83D3FEc5b920cFD30E4C3e0A0BB280EE,bnt,657.8605198970405
2118,0x40908c9b83D3FEc5b920cFD30E4C3e0A0BB280EE,link,2696.36663249536
2119,0x4094aDfab3366fF9B2a28b69e691E93D73B5E64b,bnt,14461.373285324764
2120,0x4094aDfab3366fF9B2a28b69e691E93D73B5E64b,link,1252306.168234986
2121,0x409d09Af7Ad0E78248848d9782C01f1a0aEFc5B5,link,39983.07921258128
2122,0x40A89d95cb87740931Ba500292ECc19AD0EC087b,bnt,9517.006965213064
2123,0x40A89d95cb87740931Ba500292ECc19AD0EC087b,enj,554484.4518458542
2124,0x40B6cc4FA4440AB3EA81c43a52a3f3051cCb9843,bnt,4212.306753447521
2125,0x40B6cc4FA4440AB3EA81c43a52a3f3051cCb9843,link,85249.16656883924
2129,0x40b32F7C1c6FcC6B0e1220f88e3672294224D409,wbtc,222605.5796961306
2130,0x40c43388947B8DE74f96688a9A8c4165C293c669,wbtc,343596.0696195258
2131,0x40ff5B5F0211Bd615D1F7607E97692b61Ad8B232,bnt,60118.087877392914
2133,0x40ff5B5F0211Bd615D1F7607E97692b61Ad8B232,link,19589.308348280687
2134,0x41040E78Aeb6ba117C63e1E766110BdFc31Aba09,wbtc,44724.905102034725
2136,0x41103Dd6015DfC98684A3E885A10aA467a4f3440,bat,0.0
2137,0x41103Dd6015DfC98684A3E885A10aA467a4f3440,bnt,9632.335790627601
2138,0x41103Dd6015DfC98684A3E885A10aA467a4f3440,eth,0.0
2141,0x411B9b6cF2377D0B8494CC23235FE524d058EDF0,bnt,22.66713232684964
2142,0x411B9b6cF2377D0B8494CC23235FE524d058EDF0,eth,1661.7281484414416
2143,0x411d00c300C705055c46c1c350E94549aEe61f9C,bnt,1761.3184533207634
2144,0x411d00c300C705055c46c1c350E94549aEe61f9C,link,147251.19314102968
2147,0x4150b096Eb9e7F485Dc440B9425616dCEd6747e5,bnt,28789.418150535577
2148,0x4150b096Eb9e7F485Dc440B9425616dCEd6747e5,eth,379.61980772260847
2149,0x417aC7E5e214053149746e28D516683FFb90e933,eth,6497.052153837083
2150,0x418340B636A908E69E98bb0C36eC4610980dCe87,bnt,53.75939184131363
2151,0x418340B636A908E69E98bb0C36eC4610980dCe87,link,0.0
2152,0x4192D75c66953365E2d2c34E780cc63cFA386dBb,link,1865.9978837737303
2153,0x41A06f4F2a29C1c07D1ab6eb44744fBe887d7729,bnt,4621.092186434025
2154,0x41A9C5065043E49bD54b444FbCD1221FD9578621,bnt,2896.591452889972
2155,0x41C36Af0f0dc89A70B0EF9ca5f8F567AEdBA2A0D,eth,1871.2908489529304
2156,0x41EC3D1E18B0a00a802A04747Cf1a3dd21bfFbDc,bnt,158.9249
2157,0x41EE819a379CDD0f1C054284cdD93D1E096274d5,eth,25434.392837571097
2158,0x41dA69D0b875722a6460bF5ab71bb3E787dCf316,eth,858.3080642802375
2159,0x41e304520Ca5F0545A21D8f23045AfE9DCB1EE68,bnt,1001.0683394647918
2160,0x41e399b9243bD6F772e30cf79dCbAba791143d6c,bnt,5015.744489704211
2161,0x41e95a55650E62DC36C2BEc61E0E7c7EF76f3396,bnt,4180.14045236594
2163,0x41f57A9C25d6f9607b85fAc6FE778c265d8575f6,bnt,27503.779963634643
2166,0x42009B6Fcdf29dD571383fC3560846C796367904,eth,85919.01081675547
2168,0x4210Ebe4d47F7a183a8FeF5A7aa64f8eD918Df83,bnt,10642838.781860597
2169,0x42125778903390bb64db3ca0Be70A8Fae77dA872,eth,166.35932582458327
2171,0x4231f73356b46EB3559e2647caCf8ebd178d21cd,link,3192.8727751689
2172,0x42325A1a2EfEE7BA027cc6040842fDc4560804f0,bnt,1705.8592601677744
2173,0x423C29F515F2D59F55Db45A7848f834066468e5a,bnt,260.2226983458577
2174,0x423C29F515F2D59F55Db45A7848f834066468e5a,link,0.0
2176,0x424E857B247897BE35fC5A0e7BcE7133D105dD16,link,365.73927354691136
2177,0x426598ed325ee5e052ddDEFAd2deBb5A6eb83796,bnt,2946.6405601145652
2178,0x426598ed325ee5e052ddDEFAd2deBb5A6eb83796,link,0.0
2179,0x4271D22292aA37e13cD0C68b8210A7A6AF194407,bnt,90.5773762385152
2180,0x4271D22292aA37e13cD0C68b8210A7A6AF194407,enj,11578.364213479814
2181,0x4271D22292aA37e13cD0C68b8210A7A6AF194407,link,0.0
2182,0x4282890fF9661a51EA367AeddF341C6f6395d4E1,bnt,8481.474681898299
2183,0x4282890fF9661a51EA367AeddF341C6f6395d4E1,eth,347068.3077390271
2185,0x429801692ae55C2D706Cf57276FE9f71aBccE3Cc,link,1666.2196323948822
2186,0x42C06D7Dc54878C5c3b1281aE775B5c5954BC5db,bnt,1505.8591187274092
2187,0x42C06D7Dc54878C5c3b1281aE775B5c5954BC5db,link,0.0
2188,0x42CC00016B45169bDEFAB82bA698acf315e0C8b9,eth,0.0
2191,0x42bC808a783D56353ee789606521F1d4638500e8,link,70469.57006110928
2194,0x42e7da399D2b2Acc2C238Dbd63072B28e7019A69,link,9760.918505751642
2195,0x4305A5D42F82943Cb35c1CBf64F74D8a9a4a97c2,bnt,936.2438622694656
2196,0x4305A5D42F82943Cb35c1CBf64F74D8a9a4a97c2,link,0.0
2197,0x432989d43742e705b59246abb6F0CFc1a690422d,bnt,47.127713702518896
2198,0x432989d43742e705b59246abb6F0CFc1a690422d,link,8353.076093327367
2199,0x4329A1453de890D181622888c149224873e243DA,eth,8519648.416923603
2200,0x4334703B0B74E2045926f82F4158A103fCE1Df4f,bnt,41537.63846289346
2201,0x4334703B0B74E2045926f82F4158A103fCE1Df4f,dai,6596.186202699745
2202,0x4334703B0B74E2045926f82F4158A103fCE1Df4f,usdc,10978.274358376082
2203,0x4334703B0B74E2045926f82F4158A103fCE1Df4f,wbtc,118863.09781373035
2205,0x433b57befAE53Cc21C6aF144625c2a779998DdA7,bnt,9893.179536610573
2207,0x433c5ee60F1069C3ACB2AF7356C5E1586B013Df3,link,0.0
2210,0x4352cfbDeCb0d2eF195eD2fca90981Cd17F1EfF5,bnt,64749.12446643661
2211,0x4352cfbDeCb0d2eF195eD2fca90981Cd17F1EfF5,link,58148.516677937325
2212,0x4354db036BfDA88B2c2b40e2aE259Cb9940D2abb,bnt,227.30614578085618
2213,0x4354db036BfDA88B2c2b40e2aE259Cb9940D2abb,link,840898.5318457395
2214,0x43553569AeA0Ee8514d63ab213De2BD845fdf66F,bnt,442.46519264866254
2216,0x43806066B197EA389086bF723298004Eb973b9F2,bnt,532.9498890008014
2218,0x438efF83fCdc7e24BA3AFD34EB160779CFd274A4,bnt,1325.528782182224
2219,0x438efF83fCdc7e24BA3AFD34EB160779CFd274A4,eth,231.3200298198739
2221,0x43943C9e0105FFE4D78B073712037A30BF66910B,mana,116.17470929440178
2223,0x43A4E3b7faDe92B9ac6A3547F6b29EcB9dADe308,bnt,2723.3120791795627
2224,0x43A4E3b7faDe92B9ac6A3547F6b29EcB9dADe308,dai,20912.80003878356
2225,0x43A4E3b7faDe92B9ac6A3547F6b29EcB9dADe308,eth,17252.344982482784
2226,0x43A4E3b7faDe92B9ac6A3547F6b29EcB9dADe308,link,3221.027358211851
2228,0x43A81e878456Fc916E22Cb723281c12694C6c3E3,eth,4763.78691837441
2229,0x43AF588B70c6aC1DDd97Dba4082cb81848d406AB,bnt,58.83325587799686
2230,0x43B948c16345E900BA16F24D54061f9e6A6690B8,bnt,15368.739604633745
2231,0x43B948c16345E900BA16F24D54061f9e6A6690B8,dai,4014.3782102415457
2232,0x43B948c16345E900BA16F24D54061f9e6A6690B8,eth,18642.14410188257
2233,0x43CC36074D2c9f4C9D9e864e836b53E4710dE7C1,bnt,1984.7559501984435
2234,0x43CC36074D2c9f4C9D9e864e836b53E4710dE7C1,link,34406.68231021449
2235,0x43Cd60A38c925858495F3269DCE8a747A837cfe6,bnt,360.4214301093162
2237,0x43deA97e75237BA81BC806c7047B48321f19ab9d,bat,1934.6471441732162
2238,0x43deA97e75237BA81BC806c7047B48321f19ab9d,bnt,9163733.64805657
2239,0x43deA97e75237BA81BC806c7047B48321f19ab9d,dai,2652971.9008752503
2241,0x43deA97e75237BA81BC806c7047B48321f19ab9d,enj,19950.50119456861
2242,0x43deA97e75237BA81BC806c7047B48321f19ab9d,eth,8274453.316815089
2244,0x43deA97e75237BA81BC806c7047B48321f19ab9d,link,4643793.808363457
2247,0x43deA97e75237BA81BC806c7047B48321f19ab9d,mana,1391.646325560495
2248,0x43deA97e75237BA81BC806c7047B48321f19ab9d,matic,9028.791906142122
2254,0x43deA97e75237BA81BC806c7047B48321f19ab9d,usdc,77981.56319776793
2256,0x43deA97e75237BA81BC806c7047B48321f19ab9d,wbtc,66158.79849319562
2260,0x44027E52369FEEac4CEf0A0a59F8C1e971666DdB,bnt,3004.216464379814
2261,0x4409bC676C79a82F2319c72b204A349A96983d36,bnt,24202.737044551825
2262,0x44118aB425e4c8c09834DBfF21fBD3dD666D54b8,bnt,4634.1043895484545
2263,0x442fa0316B8D3dc4d6970C8B1074DfBfbCdA3Ff9,bnt,16287.667226214053
2264,0x442fa0316B8D3dc4d6970C8B1074DfBfbCdA3Ff9,eth,24087.78786805003
2269,0x4434e1d7E22df1be4E5D7075fC83D2aadb128Ea3,bnt,596.2715399041994
2270,0x4434e1d7E22df1be4E5D7075fC83D2aadb128Ea3,eth,38543.85976605555
2271,0x4434e1d7E22df1be4E5D7075fC83D2aadb128Ea3,link,41710.21040221252
2272,0x4434e1d7E22df1be4E5D7075fC83D2aadb128Ea3,mana,193622.37070238535
2274,0x4450CB6dE2FD1b9d8B2dF5Cea9C47F9F751BB90E,bnt,5250.906887571794
2275,0x4450CB6dE2FD1b9d8B2dF5Cea9C47F9F751BB90E,link,2272531.6750531103
2276,0x4452563c6536b3ce773D87A4a7bA4a54aDEaAf61,link,215.6850022196564
2277,0x44532990EaFfD73dbB2086b2a4124455bD7F1bC7,link,0.0
2278,0x445591cD6b8591CEb886E490aAb14911a7D6B744,eth,28398.51538953533
2279,0x445591cD6b8591CEb886E490aAb14911a7D6B744,link,54276.79703989992
2280,0x4470747Bd8E77E947694Aee97BC8cC490b6DB4bd,bnt,600.536795631591
2281,0x447B36a37538Fa23d4b6a1e9fd9fa0c57B4e4c1D,bnt,607.9986278710339
2283,0x449Ca933B7fb79178692Fa2ea228e7FB8D53bACc,eth,4204.193378808714
2284,0x44AB118eABA20B3976CC3fc5F0976346544b4048,bnt,65072.46777845724
2285,0x44AB262d6698B96B7e6C2fEef2c495e0B6ca941e,dai,17150.18504175226
2286,0x44afD5c584639c809fce369703d0AD628e08A70b,bnt,9137.443605683977
2287,0x44c872C879046716b553D239992aDe31a476e612,bnt,135.05575916498321
2288,0x44c872C879046716b553D239992aDe31a476e612,eth,11553.212315562469
2289,0x44c872C879046716b553D239992aDe31a476e612,link,16643.750024072615
2290,0x44cF78e365a3CffEd54b7F2d702C2C6239276fa3,bnt,156.52494285451067
2291,0x44dD9FBC479FeB810411FE6C9ed45c71b175e01e,bnt,62.428740522823965
2292,0x44e38d8BC72B50bAb50C3cF0aa8698bc76aEf68B,bnt,8879.250469831408
2293,0x44e38d8BC72B50bAb50C3cF0aa8698bc76aEf68B,link,4212.985020389477
2295,0x450E5dd66c3c243bBf3b07379aF7E8B261579970,eth,5730.27660532593
2296,0x4519fE6e35dD128e7e729b5B6e63CbbEAd69D22A,bnt,673.2760551171845
2297,0x451EbF2CDD2c556f255f0A9E44c9010acEcE7af3,eth,493.7379678501707
2298,0x451f476433d92E9235acdb291843210E95dEf1C8,bnt,1642.447413105314
2299,0x451f476433d92E9235acdb291843210E95dEf1C8,link,1442.64626764589
2300,0x45204ECcdDb96cF1CA812D71D56dC67FAF4a33F6,bnt,44170.663145303326
2301,0x45204ECcdDb96cF1CA812D71D56dC67FAF4a33F6,link,44459.10652631258
2302,0x45232d48033B129571062fB05222ef456353253e,dai,19523.303808859673
2303,0x45232d48033B129571062fB05222ef456353253e,eth,6879.520171238928
2304,0x45232d48033B129571062fB05222ef456353253e,link,20532.28373980999
2306,0x453907C0a75e6D698C6a9430E831c41F50c2522E,link,10882.245939146505
2307,0x4540cf740af9b51eEB2E28c9587906B8b1Df3D25,bnt,1272.9424151727465
2308,0x45494d9E998Cafc21a3F3CBE86f5875675d2D764,bnt,14924.18464011921
2309,0x45494d9E998Cafc21a3F3CBE86f5875675d2D764,link,2497.761466757923
2312,0x4589eb3b9D10eC32EB0255C2ef88a7C90e04ea17,bnt,305.93801247862064
2313,0x4589eb3b9D10eC32EB0255C2ef88a7C90e04ea17,link,16845.802800524943
2314,0x459cA59f63e898B084629eDb3d249B867411c6D4,link,42423.13500662453
2316,0x45B212Cc82bd20f6F7aAD5623b7699BE41b8b9Bf,eth,4178.066005100244
2317,0x45B212Cc82bd20f6F7aAD5623b7699BE41b8b9Bf,link,2980.782667890739
2318,0x45Cbc1533c044C797deA26A983910E2b5858C975,bnt,3440.139482463309
2319,0x45aC84425daB65f51F25075804969A3CDF2bF8Ca,bnt,727.1471429708745
2321,0x45b1827e9Aa31f9DE17bdAD0FE0EECEfFf086207,eth,59287.01016442742
2323,0x4615Ce08525Be07AC139EDBc5bE082e793c54D6f,bnt,68.73029203839776
2324,0x4615Ce08525Be07AC139EDBc5bE082e793c54D6f,eth,96655.52883516515
2325,0x461FE10ABC6Fcd8BEa56e20D36912B76CFDa8dE3,link,39177.31355201802
2326,0x46298B69F93378140ce8d980F4077f35568B61E5,bnt,41.63386302277356
2327,0x46298B69F93378140ce8d980F4077f35568B61E5,eth,51548.54697862748
2328,0x464FbeB7D6a5d459F58251ed135D00A824e5b4F8,bnt,37914.15564216625
2329,0x467A6E64B6bC50095BA96b168C6B785AB90F15F1,bnt,29964.671161000806
2330,0x467A6E64B6bC50095BA96b168C6B785AB90F15F1,link,541618.3886588957
2331,0x468115Fbc91A76d2B0058B4f1f7F608944b25C8c,eth,68756.84403469744
2332,0x46821532292560E52a082fE1276B1a9f3c0c8185,bnt,39987.52708228689
2333,0x4682bB0154e7Def422b06218908751007Bf47A5b,bnt,9357.791058593686
2334,0x4682bB0154e7Def422b06218908751007Bf47A5b,link,85246.91662508313
2335,0x4688A15E580bECa1Db407b8583997aDeCd47CDF2,bnt,170448.6507226317
2336,0x4688A15E580bECa1Db407b8583997aDeCd47CDF2,dai,27942.953909216256
2337,0x4688A15E580bECa1Db407b8583997aDeCd47CDF2,link,171088.57333817493
2338,0x46934475af93F5a41789173c3A84A77AD87986b0,link,1897.2286127877176
2339,0x46B756702b865AF30Cc0edba27e6d550e775A904,bnt,11.491614812962323
2340,0x46C5Dd668d09271bdff62DD1d56FeE30C17fB6C9,bnt,4469.796133908103
2341,0x46C5Dd668d09271bdff62DD1d56FeE30C17fB6C9,enj,1762.4136275704527
2342,0x46C5Dd668d09271bdff62DD1d56FeE30C17fB6C9,eth,10212.384122642809
2343,0x46D35Cb6Bab2a106DAE7B201be149bD4ed534348,bnt,296932.4425197942
2344,0x46aF3B2A587A02eF37B98776Da71083B46d1f0f6,enj,941.1765676359398
2345,0x46b0d083073734F4f182D5BDa082316914BAECD5,bnt,4077.99006991048
2346,0x46b0d083073734F4f182D5BDa082316914BAECD5,link,61994.754019105654
2347,0x46dC2A3f978c987162027F9699c7177A9f1B1197,bnt,101641.33075429284
2348,0x4717c3Df812351699483Ce9ff8fc3Ad191fa38F2,link,8302.099364683108
2349,0x471D9668c82f8c12A94F87EFeb1c9b7609e6D282,bnt,10473.460965990114
2350,0x47210Bb0Ab17C268a2aF25d905EfB45D6f05C087,link,19980.845083517055
2351,0x4735F2b4B36C9D29f0a2188Df8f513f160088ADE,link,5401.102362147017
2352,0x4736A476Ed427D866c0976850c3232A572c9E1Da,bnt,1744.206379325441
2353,0x473888e67636661062daD4CFfC92a39437810313,link,1929.766485544847
2354,0x47396F3BC72e4DAa8F3Ea44dAD448177CF5b0A3B,bnt,1048.7778083946685
2355,0x473Ec14ecdD8DB873bBF694c4Cb2924E5cc9D2B4,bnt,7252.367361933511
2357,0x473Ec14ecdD8DB873bBF694c4Cb2924E5cc9D2B4,usdc,49.80639991275777
2360,0x474265d998C5653a7c6d49c1d159e65C69438eBc,bnt,2239.3658
2361,0x47521bBc0D9a8554a88043108582C552d8722F03,bnt,2064.8650481027207
2362,0x47521bBc0D9a8554a88043108582C552d8722F03,eth,0.0
2363,0x47658A664439594b55d83dBd519F22AEAD88D488,bnt,57.18594437938884
2364,0x47658A664439594b55d83dBd519F22AEAD88D488,link,0.0
2365,0x479C5AB06fB414D1210Fb21D3692AC8D9f9e0182,bnt,134.78119967434196
2366,0x47A0D24B34889277010026892B7612143d16bF13,dai,1180519.5177990333
2367,0x47A138f58f1e6c88E7De1FE1F4eFdD637bb8a49E,link,31006.827194461475
2370,0x47Dee11e0D84F05d7726b69666595700F3f0d883,bnt,10.418348148263725
2371,0x47Dee11e0D84F05d7726b69666595700F3f0d883,eth,5168.807826137262
2372,0x47e317b00862fA05FFc5d0C063dFCD45e9c5E456,bnt,1574.6864644670877
2375,0x480BcEe5d0da20951580c4170d0dD56EEb604fab,bnt,16402.20946872269
2376,0x480BcEe5d0da20951580c4170d0dD56EEb604fab,eth,85165.46296887685
2377,0x480BcEe5d0da20951580c4170d0dD56EEb604fab,link,7458.839643113313
2378,0x481C9b91Cf19249012BaeA8F52e04b7788EEbAAb,link,53712.31860955324
2379,0x4823BE7F266c5bcA85B7Dbd8e41f4710e1c49a7b,bnt,100608.55755131535
2380,0x48460972346896dff5F9915548D44f2f9dDC53e1,bnt,4580.553545656933
2381,0x48460972346896dff5F9915548D44f2f9dDC53e1,enj,1685.51224318378
2383,0x48460972346896dff5F9915548D44f2f9dDC53e1,link,0.0
2386,0x48615bcc9e65e8221f9CBB49ffe71D5041ce4D00,bnt,298.4670650495005
2387,0x4862c46b23ec7ED90Aa0815309aBd2cC18527Df6,bnt,905779.000974043
2389,0x486Dc406987459FAEced71EDD26D9f38A0AB5B82,bnt,508.0583066873148
2391,0x488eD54Ca0Ae6D64683286278bE99E9c3A9C203E,bnt,2668.7178277646763
2392,0x48A6aC66448D7E24D1Fa0241CfE981A204E488a8,bnt,6208.17847470657
2394,0x48A6aC66448D7E24D1Fa0241CfE981A204E488a8,link,65798.48155980963
2395,0x48E2A511E5956e5b3f321C43D8dDec68Ef9aE94e,link,22261.02151791228
2396,0x48a99E975f733f022085Fd717d6D2f6cf074154E,bnt,63.88437226054401
2397,0x48a99E975f733f022085Fd717d6D2f6cf074154E,eth,1833.8269187179928
2399,0x48bC3090129438475504ad113E85F545110469bd,eth,1994.7117537961992
2400,0x48d56Cc7f1169653d04c366860F4B4543ce2FB0f,link,4368.495580376527
2401,0x48d74D69a293C32B9FeC25be57eb4dD01e060430,eth,1559.5779913433546
2402,0x48f82846F9f9FeC614516760de50C94a345F4e36,bnt,1962.0992426005007
2403,0x49055D03A7e15d8f12D5cbC3af7f71Da4F9057C0,bnt,2768.5844286176252
2404,0x4911A4d466118c18B38546445ce921eEd476d7a7,bnt,1849.7232926744368
2406,0x49174f153cD3d486Ac8414D54d7b25CbD104BcDb,bnt,156.69825025155464
2407,0x49174f153cD3d486Ac8414D54d7b25CbD104BcDb,enj,0.0
2408,0x49174f153cD3d486Ac8414D54d7b25CbD104BcDb,eth,0.0
2409,0x49174f153cD3d486Ac8414D54d7b25CbD104BcDb,link,0.0
2412,0x491a33d9bcDEfd10b69Ae91Df7E97834cbdA71B3,ren,6893.595807929551
2413,0x4943575bdbD9A0B126aCB37dcC866AAC8Df7B94E,bnt,21233.99906200064
2415,0x4943575bdbD9A0B126aCB37dcC866AAC8Df7B94E,link,186120.45481531307
2417,0x495592c1f3E5C874988005851A918B4ABcC6559E,eth,28167.744252649478
2418,0x4956C1A3d4047BC372b6D4433D703ca3020b7D9e,bnt,901.2537527805016
2420,0x4974e2762BEfe0b7eA2070c3d170e43568682b87,bnt,730.1178307193369
2421,0x4986D3B5160032aB7DF0FAc9503f6A2360F3f888,bnt,20017.78694050782
2422,0x49B012DeF41dB8160F2EdD36a919859e0eF25c8F,dai,61743.477373390975
2423,0x49E205e9784006658b633F66956B40f461105210,bnt,100755.89189771452
2424,0x49Fe6d0096Ec9a51A59231c2D46F09a339d16296,bnt,2244.5586941709166
2426,0x49Fe6d0096Ec9a51A59231c2D46F09a339d16296,ren,3378.0619427136307
2428,0x49a8C36737af8b451D7EF2038C89B30B812Ea71F,bnt,2722.582445387878
2429,0x49a8C36737af8b451D7EF2038C89B30B812Ea71F,link,85278.83256389893
2430,0x49b998F0586Dd880C0ae39c5455D4ebfEacE969F,wbtc,9259.148194559893
2431,0x49d2E0809d7a21DE5d12803Ce1AF8b22DF020A3d,bnt,14059.602138176486
2432,0x49d2E0809d7a21DE5d12803Ce1AF8b22DF020A3d,link,49915.988226493166
2433,0x49edD8Fbec05Cd7C6F490a3B5e14eBB4E1C7C8c9,bnt,4906.743545527712
2434,0x49edD8Fbec05Cd7C6F490a3B5e14eBB4E1C7C8c9,link,42099.17393233488
2435,0x4A152d259de93A64d7e8Cc9e90D10Fe62Dc4Bc47,link,848651.5934205974
2436,0x4A2Bc249BB2cF33BEb466ac75E28fe8dCf8191A0,bnt,1744.840880968613
2437,0x4A2Bc249BB2cF33BEb466ac75E28fe8dCf8191A0,link,19661.55573809487
2438,0x4A337d1dF22d0D3077CaEFd083A1b70AA168d087,bnt,13020.064351361976
2439,0x4A57d65A54F8934BC9b1a86c15abbB362BDAB8BC,bnt,5289.830334110513
2440,0x4A5CA7445b67dF2477D453AE54990FB9536e0eA6,dai,5723.748036006564
2441,0x4A65e76bE1b4e8dd6eF618277Fa55200e3F8F20a,bnt,24041028.64422918
2442,0x4A6E8D9Aacbe6c14b0e8fAebCE86fbf41f11bFB1,bnt,36910.582237642986
2443,0x4A7998DF2Cd16815271bb6b7d3aE7EB30f50a73a,bnt,195228.67455874087
2444,0x4A7998DF2Cd16815271bb6b7d3aE7EB30f50a73a,eth,19417.08141661679
2447,0x4A936d7Af4407c2D735a91C663897985230425D1,bnt,43.68017340845349
2448,0x4A936d7Af4407c2D735a91C663897985230425D1,link,8369.233390045605
2449,0x4A9DD9eF0b4adC432eCe6E1B7100EdeDf4578463,bnt,2908.4149056424735
2450,0x4AB88515Fd84289d8aaB1464753775e90695e944,eth,194.9589578928845
2451,0x4B16F9e2771Dd3b4e76EbDacb56AB074e2DE4e5e,link,11608.906950705958
2452,0x4B34F441c235c638cCC28fbD3a66F69E6877E6D1,link,2343.0857518912144
2453,0x4B37Dc15530439E3E755F2A76b1f1b9D1B2A8BD8,bnt,10655.67111563211
2455,0x4B3bf61a5F62C77A61C64531cFa716ea7c9C1ee2,bnt,8352.635801331015
2456,0x4B5ed88628F9f935c8469399dB757B9Be3EbdE50,bnt,33260.39637153422
2457,0x4B5ed88628F9f935c8469399dB757B9Be3EbdE50,eth,48711.305475289686
2458,0x4B5ed88628F9f935c8469399dB757B9Be3EbdE50,link,47334.66863047985
2459,0x4B6803936657f458DA936FA78Cc60Fcd630CfCed,bnt,4338.945389602989
2460,0x4B6803936657f458DA936FA78Cc60Fcd630CfCed,link,1419.07302080108
2461,0x4B7F7435Afaeb14cf98E7ff103189efC0F38B55d,bnt,1209.2658545512666
2463,0x4BC214ec2dFc335af4e1ea348131190Aa9C4c461,bnt,3572.2130888288048
2464,0x4Bf1fBC233Cd6109c35a4cd9D34540173Af3234c,bnt,4970.090948318251
2465,0x4C7E06b066606781cb7B8CD392CBEff6Cda0291A,enj,1433.4536665374333
2466,0x4C7E06b066606781cb7B8CD392CBEff6Cda0291A,matic,3512.9937538919226
2467,0x4C7F9908D008F6e9a4C868096cfDA04ccB8d8A08,eth,17194.285819791286
2468,0x4C7aec150aFC04F4CB3d93d6C7486c566b78Ea92,bnt,1943.9460642038132
2469,0x4C7aec150aFC04F4CB3d93d6C7486c566b78Ea92,dai,0.0
2470,0x4C912A4017E6fBFe0b721BB036aB859a254579E8,bnt,3220.497463500501
2471,0x4C912A4017E6fBFe0b721BB036aB859a254579E8,link,269004.6450593153
2472,0x4D0181De32eC2B680134fE0FD1f22FEAC58346Cf,bnt,2517.3673837995366
2473,0x4D036fE66cB69fa21e3D5D7FA4d2A4EdEF318FD5,bnt,1771.12922
2474,0x4D6E4C38b1Fd757F502b09DAc971Bc8787bcB66A,bnt,122.19618459112128
2475,0x4D6E4C38b1Fd757F502b09DAc971Bc8787bcB66A,matic,753.8944907748217
2476,0x4Da8b16771709dd5e25325328B92391f8390c7Ef,bnt,0.465587014189884
2477,0x4E0598331C4BDD5df2B654c3DCFf9E4d408b2c5F,bnt,331.4500242589095
2478,0x4E07de7ADF79e8824F8c67b97d1e61f212b2Cf8E,bnt,215.0
2479,0x4E1Ac756a9E6c9c4FAc289aC83b08DF201BC8c61,bnt,2121.6631511766495
2481,0x4E366C3F04594d825c930C2D7D63e1690eEC14Db,eth,150333.82991330934
2482,0x4E58B97cE2c9A687ff6Df2ba7F8F7217aD44327D,bnt,2230.0607921409564
2483,0x4E58B97cE2c9A687ff6Df2ba7F8F7217aD44327D,link,339786.8046864928
2484,0x4E77477CDe828BeFbfeF51C40b05b465DE55C9c0,wbtc,129416.31860731146
2485,0x4EBf8881D62710A940B9108657b6587Db7e07a7D,bat,4379.844072263342
2486,0x4EBf8881D62710A940B9108657b6587Db7e07a7D,bnt,6770.035696244417
2487,0x4EBf8881D62710A940B9108657b6587Db7e07a7D,eth,0.0
2491,0x4Ed7232d8F0411B062d37C6fA61438286Ae786a5,bat,84846.48805081862
2492,0x4Ed7232d8F0411B062d37C6fA61438286Ae786a5,bnt,34639.038941279505
2495,0x4Ed7232d8F0411B062d37C6fA61438286Ae786a5,enj,3611.0427574352902
2496,0x4Ed7232d8F0411B062d37C6fA61438286Ae786a5,eth,0.0
2500,0x4Ed7232d8F0411B062d37C6fA61438286Ae786a5,link,0.0
2501,0x4Ed7232d8F0411B062d37C6fA61438286Ae786a5,mana,237318.66152821647
2502,0x4Ed7232d8F0411B062d37C6fA61438286Ae786a5,matic,613800.972619279
2503,0x4Ed7232d8F0411B062d37C6fA61438286Ae786a5,ren,30058.79341328068
2506,0x4Ee770Cf9690c0400Ef071ce39b0800d922Fe888,bnt,3336.750403459607
2507,0x4F239657685f74Ae1354b507dEe23586da055f61,bnt,703.4382995491314
2508,0x4F266f295BaD85436ECeA51E0Ae2afe82B11553B,bnt,534.8635248804193
2509,0x4F50778cE49F767fA90b29d47831529faAF0e2d1,eth,10302.351695967365
2510,0x4F5695d12c30eae448c5f38023B12572e483453c,link,1425.847435218501
2511,0x4F5ef03E870332A1B42453bBf57B8A041E89eFe8,eth,49785.35152874948
2513,0x4F6cB36329B5ba9E02e3c6CB582e50780C63cfbd,bnt,85.15737633046393
2514,0x4F8591D9C4BF18528e8Fe66Cdb65264BAAD7Bde0,link,70411.16300443902
