,user_id,poolSymbol,tokenAmount_real_usd
144,0x045B3a3F885915b82beaf4F57FccCf7980CE724E,bnt,837.4760133689376
145,0x045B3a3F885915b82beaf4F57FccCf7980CE724E,eth,135.6565699924166
148,0x045e41068dAB0F64f7E51b050fD9287D346F14ED,link,56960.2304516793
149,0x046f91C46A03bFd4ba407fd545dE311a9d7243cC,wbtc,238277.796469852
150,0x0472d7499115C09327Ff4A4D20530da20A7d8Aaf,bnt,3678.614579476212
151,0x047B9db23A2e5BF97C5228d9cB3c2bDd06e62C15,bnt,6734.632084632494
153,0x049aA75E6ab5e2ab2ae21ddab95252aB76EC800a,bnt,1567.7125746200763
154,0x049aA75E6ab5e2ab2ae21ddab95252aB76EC800a,link,0.0
155,0x04C5D18Cfd0d6E2775462e37693E883E95032d65,bnt,5315.436148548538
156,0x04C5D18Cfd0d6E2775462e37693E883E95032d65,link,1974.2159979509615
157,0x04D84E1D86CfaD5fFEa5E9aB833276481bf965e4,bnt,12982.145552774291
158,0x04F2642733c7890D91901DEab0E7deb2620Fa65c,link,165.9631159251214
159,0x04d728fBD2C039F416Fe16783c2C9a6F8Da0a6E8,bnt,180.17004451705844
160,0x04d728fBD2C039F416Fe16783c2C9a6F8Da0a6E8,eth,3469.6282909625866
161,0x04e34e0c1009b6d1DC2e3F4b5FF63020BDb07316,bnt,659.8818242778802
162,0x04eA4a9c554A76d00E92742617E6aBd0B83644C2,bnt,398.41184455644895
163,0x04eA4a9c554A76d00E92742617E6aBd0B83644C2,eth,660.9030599271998
164,0x04eA4a9c554A76d00E92742617E6aBd0B83644C2,link,33107.82949092571
166,0x04f377f2584541a767DEeA31aE8b48D5cdC5D6f6,bnt,6719.848543731037
167,0x04f377f2584541a767DEeA31aE8b48D5cdC5D6f6,link,252169.84484529987
168,0x051967B87b94a92b7640A3Df465cCA99Ae2fd38c,eth,374.4394591339231
170,0x051D92045F4679979489EEDf5D5809f958996F7B,bnt,9630.419353918227
171,0x051D92045F4679979489EEDf5D5809f958996F7B,link,34147.12320587761
172,0x051D92045F4679979489EEDf5D5809f958996F7B,matic,7390.5201059926385
173,0x052a695B596dB62266B4E0a84aefB85ef97a60eF,link,1739.116836098388
174,0x052dd76D280f69DfEB5f983ca5E4411Dd5Accc78,bnt,786.4851039951197
175,0x053A4a2aeB1596DDE73e88EcC9f7208B150C35be,bnt,32942.17540871886
176,0x054930B8CEC5bA127CF9f08b9F0f73EF5B73D533,bat,14021.39693947848
177,0x054930B8CEC5bA127CF9f08b9F0f73EF5B73D533,bnt,21614.05004205705
178,0x054930B8CEC5bA127CF9f08b9F0f73EF5B73D533,link,30527.938241879732
180,0x056590F16D5b314a132BbCFb1283fEc5D5C6E670,eth,3433.740173303596
181,0x0573daecCAEcaA04b941133e2760C5f2b9De7e28,enj,42448.38569631808
182,0x0578fE63A40DD249b853487DaE3C9eB01957628E,bnt,66135.0407702619
183,0x0578fE63A40DD249b853487DaE3C9eB01957628E,eth,86084.06868554368
184,0x0588A7dDFfcf4156BAbDdF80bA47180347E9DFbe,eth,6793.462366245736
185,0x0589242e37b39d2f171E8710CAFE6ed7Ed985DB6,link,6890.979419906733
186,0x058de4e9DCC9f58F315f787ABbcdE6051D22aaf0,bnt,1572.6125044835887
187,0x058de4e9DCC9f58F315f787ABbcdE6051D22aaf0,eth,0.0
188,0x05980f2A80B2f3066567146eb949463567C53796,bnt,5414.024992372064
189,0x0598BeafefAC81659C608ca12400A55af2DCEe77,bat,810.1747886386976
190,0x0598BeafefAC81659C608ca12400A55af2DCEe77,bnt,23.858276176884228
191,0x05A1ff0a32bc24265BCB39499d0c5D9A6cb2011c,bnt,4378.564383983002
192,0x05AC79251b84067D4e2E748951aC492de5154BFd,eth,162.96546854855828
193,0x05D0E1384b2FE5087460384b04a484BC8487D468,eth,0.0
194,0x05a4Ea96FAE16f34525cD4B0bB6D849BCc0AdF4f,bnt,24583.86599329066
195,0x05a4Ea96FAE16f34525cD4B0bB6D849BCc0AdF4f,link,42600.74972528609
197,0x05e09742F316Bf8B22C51e5A3246B0B0D6684e94,bnt,20593.871753322972
198,0x05e09742F316Bf8B22C51e5A3246B0B0D6684e94,link,0.0
199,0x0666E704e2a3C55935E383AAD9997B206d555BAA,bnt,3457.3417973228516
200,0x0666E704e2a3C55935E383AAD9997B206d555BAA,eth,0.0
201,0x066A5C60b6ce4dEcdbCF1601a6dbD8a4aC9EE5bC,bnt,2182.2493190870928
203,0x067eb2927FAB1195f9c59662D2905FdD703b08E4,link,27512.445775869233
204,0x067eb2927FAB1195f9c59662D2905FdD703b08E4,usdc,86.33212635812252
205,0x068d4E960382d8464938971e558819f2F83fb55f,bnt,13100.232331140738
206,0x0692cCB83E0E39E6Eb8861401b220d91726b2AD3,link,29741.238038261847
207,0x0693265BFb7ecF509EB87Be21eCD04FE15Dd522E,enj,1345.056660527517
209,0x06CD8CC6589FCaf47C4d1f67fDb3b5e519A5025A,bnt,20122.33754963577
210,0x06CD8CC6589FCaf47C4d1f67fDb3b5e519A5025A,usdc,296078.65524042153
213,0x06E4B11c7Bf6cb1981389B54410B4c78015Ca805,dai,38262.623025711626
214,0x06E4B11c7Bf6cb1981389B54410B4c78015Ca805,eth,382110.95005080604
215,0x06aDC801778965AB3d829418b4110DF7936957ac,bnt,1150.5722703500996
218,0x07197a25bF7297C2c41dd09a79160D05b6232BcF,bnt,91893.87769322333
219,0x07197a25bF7297C2c41dd09a79160D05b6232BcF,dai,108034.353392384
221,0x07197a25bF7297C2c41dd09a79160D05b6232BcF,eth,207425.63075981566
223,0x07197a25bF7297C2c41dd09a79160D05b6232BcF,link,89714.44991469866
228,0x07197a25bF7297C2c41dd09a79160D05b6232BcF,usdc,28635.416357304548
231,0x073aBA73177668Ba1c6661A4CCddbF77dfC8809a,bnt,4740.6386351229785
232,0x074eb88628C7fe6b37E9312d5666A84A7a621c38,eth,2781.610629883614
233,0x075867c4665F2CE251a166b099B3ddc308c22C83,link,15282.864234349925
234,0x0759a8a30C414666320251D8b430eacF0b5B9240,bnt,83.28160407292094
235,0x0759a8a30C414666320251D8b430eacF0b5B9240,eth,0.0
236,0x0776D96E6FB98c5D738b9691859eDbC91186a0Dc,bnt,3163.38364009563
237,0x0776D96E6FB98c5D738b9691859eDbC91186a0Dc,link,0.0
238,0x077777F53544C2B2EF753c19E8fc048049c5FF95,bnt,134.81087892570866
239,0x077777F53544C2B2EF753c19E8fc048049c5FF95,link,0.0
240,0x078917C6be9c1c292D01B9D238A7DA817Af283e1,bnt,1005.0854654090837
242,0x07AF5E174d4798ad643519e1bAF14C2d6CE87f34,link,0.0
243,0x07B8a6562AD80D14201c372605F9D85ce5d0258C,bnt,2344.7668629201157
245,0x07Bb930aD6dE15C7929cd109Fadaa2Fd8Ae3306e,bnt,307.9616921500967
246,0x07C3AA37347c8102a24E5bfB261CF420AA4512FE,dai,532039.8117220674
247,0x07E1B96B6130272b014f3e8df97C305FB6f3EcBe,bnt,514.2940028818826
248,0x07E9d06db58A77407DB95D93Fbe1275a46F97463,bnt,2300.150130621443
249,0x07b7445C5366A74d97Cc7413927021fD792695df,bnt,6715.2979188870095
250,0x07b7445C5366A74d97Cc7413927021fD792695df,eth,23203.82219349642
251,0x07c81f013318dDd6A4D79ac70283c3Be2A92928C,bnt,340.50580865170696
252,0x07ddA96b8a8d0Df77e57c12fd211ebE2518b1559,link,136825.36264352064
253,0x07df7775902C31c24eDDAC2c462B30Cf988d7e19,bnt,281.0755915507315
254,0x07df7775902C31c24eDDAC2c462B30Cf988d7e19,eth,0.0
255,0x080C2c7EcDf48167913e4Cd7A4E3158a876677d7,bnt,4546.142319232806
256,0x080C2c7EcDf48167913e4Cd7A4E3158a876677d7,eth,19667.664658131474
257,0x080C2c7EcDf48167913e4Cd7A4E3158a876677d7,link,16928.259271754057
258,0x08105161eBCEF41f5261017373D8340d1ca40708,link,341099.82315118256
259,0x084eF45aE0Dc964e416F5c505d87a91892253339,bnt,46199.57518892259
261,0x085c6f8895F283723c5466881C9fCA5dC77bd595,link,16623.367494838487
262,0x08767529aF659fCc885b9B66286e725e0C072e48,bnt,2568.2157513012444
264,0x088ED91c4Caf483Ef13863E8Fe9f5b19Aa11c8d1,wbtc,66465.69258727616
266,0x0899c6a2b0A84ACBF6d3c79efb7c444A3eE11c4d,bnt,95862.72747554368
267,0x0899c6a2b0A84ACBF6d3c79efb7c444A3eE11c4d,eth,27470.261648923137
268,0x08F5091D4AA867f5Ec7fdeCF8743eF98F542c5f1,bnt,3994.0231264899635
269,0x08F5091D4AA867f5Ec7fdeCF8743eF98F542c5f1,link,0.0
270,0x08c788aFdACF6cf81180D2bBBE42A7434D0C7A92,bnt,2552581.678264534
271,0x08d0a7c724c4fB01F6A36F2612d61ad9979aC5D3,bnt,681.7550238464323
272,0x08e305F123FaFf04A6A24243f47984A7A9702417,bnt,286.37388352012795
273,0x08e305F123FaFf04A6A24243f47984A7A9702417,eth,171.6529584976676
275,0x091271CA0A10fc9C7f24A3622D045f7cF05Ab8e5,bnt,3293.1204931822713
276,0x09144c176c0cAfD35d1c604b0A3e50eCaA1D4f48,eth,35.53073861193057
278,0x091E4fb5D08547CE0b0651F39221B54287774692,eth,8603.817772347851
279,0x09249A37E1c0f7Cfb9b618c0D179d3FE98A93EB9,bnt,81.093441
281,0x092e9B90f0Ba7b0C082E57531Ad2dc9a919478b1,bnt,26442.712039314425
282,0x093C2A23BD1f77653cf8a924322642493337B683,bnt,705.5524911099725
285,0x0961506fa5e11B16E57E57E7DDdd87c2f312cAFC,matic,0.0
286,0x097E20bbC30F1C7eE59A8EcabD9Fb2bE999aDBA5,bnt,1924.0438739802037
287,0x097E20bbC30F1C7eE59A8EcabD9Fb2bE999aDBA5,eth,34330.589121735145
288,0x09804954cbF4844601baf6cb8792e189E930dbc2,bnt,173431.4918857273
289,0x09804954cbF4844601baf6cb8792e189E930dbc2,dai,442.8835503713802
290,0x09804954cbF4844601baf6cb8792e189E930dbc2,eth,1164.124336341008
291,0x09804954cbF4844601baf6cb8792e189E930dbc2,link,4469.773858824616
295,0x099186Ae34db210e07C5b8A78073BEc092A312b5,bnt,2102.6995759329893
296,0x099186Ae34db210e07C5b8A78073BEc092A312b5,enj,54079.88090684107
298,0x0995a4e8e062d60592B58EFDf58B2C0254d5e6FB,eth,392.7734267053864
299,0x0995a4e8e062d60592B58EFDf58B2C0254d5e6FB,link,247.41910399903276
300,0x099745e5657F3Cd139D6D9C234593B805F625C0b,bnt,7095.709497814669
301,0x099745e5657F3Cd139D6D9C234593B805F625C0b,link,12191.546020794498
302,0x099758cFE84edC6284911eac7c8461485e28377f,bnt,473.1526492924712
303,0x09A0718CCA56393CAf756279Bb961678C5E820ee,bnt,14606.272242825547
304,0x09A0718CCA56393CAf756279Bb961678C5E820ee,link,8483.386785363782
305,0x09DbC431406459Fe38F823c43B95b9CCEc0C268c,bnt,190601.26656550742
306,0x09DbC431406459Fe38F823c43B95b9CCEc0C268c,eth,1290.8673216027871
307,0x09DbC431406459Fe38F823c43B95b9CCEc0C268c,link,155676.8337050869
308,0x09E602BBCA7229d99ef39606cb8a334a5eBF9319,bnt,196.7765455422841
309,0x09F2522360Eec32c7D748023dF6F87d557a7cCEe,bnt,869.7817769029043
310,0x09c7c89ccf5E8200d1A5d3E216d3DbC336B0eeF5,link,6224.341928211313
311,0x09fC8cD1D422E77ceF172Ef85cDa1953915a8b74,bnt,7590.4722012031125
312,0x0A16BdA9A933d02815503B71d0C23395068B0e62,bnt,1475.3559522038186
313,0x0A16BdA9A933d02815503B71d0C23395068B0e62,eth,241.1162731899148
314,0x0A16BdA9A933d02815503B71d0C23395068B0e62,link,1096.5177949237761
315,0x0A50cc4e78b0851BAB7D0f252225F980be44A824,bnt,31.746160304801823
316,0x0A50cc4e78b0851BAB7D0f252225F980be44A824,link,0.0
317,0x0A5960eE3D261A89F563B2FC105487bA30cAE475,bnt,1618.0181455741674
318,0x0A8De82766440F41a842e6E18CFeADfc64eB7950,bnt,221701.7221194779
319,0x0A8f1E3B38260F79392285488cb6B122D096B8A3,bnt,394.88574506377563
320,0x0A8f612A0Ee51abF1d72E6F307404CdEe6a78708,eth,2181.375002283765
321,0x0Aa379757DB57625AC2919A57e37D427a334b7b8,bnt,3652.5329756277406
322,0x0Aa379757DB57625AC2919A57e37D427a334b7b8,eth,61.65018787539393
324,0x0Aa3BE46401579beCfDab425Afce84Ae5DA851dC,bnt,21375.129367113735
325,0x0B186C1D6dBc9e1b0bd3eb2D294c894e5aC61cb5,bnt,423264.5669068042
326,0x0B186C1D6dBc9e1b0bd3eb2D294c894e5aC61cb5,dai,1137845.6420337644
327,0x0B186C1D6dBc9e1b0bd3eb2D294c894e5aC61cb5,usdc,3352934.7561397604
328,0x0B2B6484b3C2A94be51272Ae4819DE58960A3115,bnt,407.36341162169134
329,0x0B562EC3ca7D16a85C144f9BCa383A32Ed7693de,bnt,18101.9310058568
330,0x0B5a6a15B975fD35f0B301748C8DaBD35b50d8C5,bnt,131230.58547580295
331,0x0B96F7F717f43E83CbB5513Edf1A960e9f51a59E,eth,24499.005569285626
332,0x0B96F7F717f43E83CbB5513Edf1A960e9f51a59E,wbtc,9007.233883036408
333,0x0Ba2564480D28AF3aEAe03dB2a4c09B6169FF388,bnt,383.14348827127
334,0x0Ba2564480D28AF3aEAe03dB2a4c09B6169FF388,link,33011.43100906381
335,0x0Bc53A5225417682Cf22EDAC420E9D17b32EcC08,bnt,1819.027121009809
336,0x0C1e45402B1ec9e05e29f1Dc836b5f521d9c047a,bnt,680.7812143210062
337,0x0C34ed865bc600ae09618E9E1A328003D8E3D183,enj,2440.97977160748
339,0x0C6AC3FCEA667fD6C62483cE1DBbce6f6ce0fB1f,bnt,305.5632735431415
340,0x0C6AC3FCEA667fD6C62483cE1DBbce6f6ce0fB1f,dai,257.9289732880351
341,0x0C6AC3FCEA667fD6C62483cE1DBbce6f6ce0fB1f,eth,202.98094435846792
343,0x0C6AC3FCEA667fD6C62483cE1DBbce6f6ce0fB1f,mkr,291.7355233283287
347,0x0C8104E6f11bB81cbaF322E8eCb76c2Da12ac713,bnt,2882.0250708859776
348,0x0C8104E6f11bB81cbaF322E8eCb76c2Da12ac713,eth,49.367819603352125
350,0x0C9d424D99C56Fb2e5aB4D120dFdE6C6C7EF5453,link,0.0
351,0x0Ca8fA01da836543A09ce30b253365db683edCa6,enj,14725.38590426947
353,0x0Cb9827c3244DA945Ac4A5Ee337Dd04d7F3C18fC,bnt,6690.1869368868065
354,0x0D21AefB28BbFA0b33313289b80D336424CDDf5b,bnt,1442.5751524949935
355,0x0D21AefB28BbFA0b33313289b80D336424CDDf5b,link,16607.16566577067
356,0x0D361dE332F72A3EA026763cF6B2f625BDfA1e1B,bnt,27711.05984624888
359,0x0D8D8C5d33196F4bAc28ed111E0170c3790920f0,bnt,13130.244677856148
362,0x0Dba4FE6da79a6B7C2bE473D4D9C613E502731C1,bnt,17477.02344051785
365,0x0Df8C1cD57C2044C7eabc18254E42fB64a9c1994,wbtc,26246.349729205584
366,0x0E132164D513179613341df2cB481d0498219eDE,bnt,43233.85712190573
367,0x0E132164D513179613341df2cB481d0498219eDE,link,19874.307283092607
369,0x0E3A9F6f271446571b5C2c9C07C62626bc259764,dai,7472.905094773374
370,0x0E3A9F6f271446571b5C2c9C07C62626bc259764,eth,5837.096419174874
371,0x0E5Cde15CCB03beE927d8042f723382c376726d8,bnt,92.36795074599408
372,0x0E5Cde15CCB03beE927d8042f723382c376726d8,dai,90.4171650085646
373,0x0E5Cde15CCB03beE927d8042f723382c376726d8,ren,67.2990562727557
374,0x0E91CF9DD6A1C10e9f87EfF4165F280254069Af1,bnt,27350.359424071532
376,0x0E91CF9DD6A1C10e9f87EfF4165F280254069Af1,eth,4424.55645581257
380,0x0EA1e9AC50eC4D8dB153580C2aEC1c5ee13C0961,link,166014.2334009431
381,0x0Ed24E51a0A342150fB3AC6bbE1Ae50ca986BBA7,bnt,768.0279405794339
382,0x0EdC41D628cf660b105c02a62Ab8D5A3d5482742,bnt,3044.3037538353415
383,0x0F116a16230Df6a5bc4Eed493e930a0Ae716db3C,bnt,949.6599424483277
384,0x0F1EB8D77df90657AAE638e32C152A6Ec36eF4ff,bnt,5462.1452910343505
385,0x0F1EB8D77df90657AAE638e32C152A6Ec36eF4ff,matic,237.63363107387144
386,0x0F1EB8D77df90657AAE638e32C152A6Ec36eF4ff,usdc,1667.7132162159517
388,0x0F2F9599c19CDDD869D0Bbf7BC3bfe354dd5b40A,mkr,160623.01624509797
390,0x0F555df984aeba385455Ec4c7d01F96Fe68F981c,dai,14518.123162054097
391,0x0F616e717ef0a36939efCCBc8404588B6bA28c7A,bnt,4536.532225443556
392,0x0F911a34FDFa618087409f26f44B706c68f42818,bnt,28960.862965670105
393,0x0F911a34FDFa618087409f26f44B706c68f42818,link,147205.00497478776
395,0x0F9738EC43280f3fA0e37D147fd97204039c9CaF,enj,2673.5281869430573
396,0x0Fd587332a8C38A0049632F743EEaB00703CeB6B,bnt,12103.771503965836
397,0x0Fd8688E2c09aC33C0ED71C878FdbcCD2E5C8F8C,bnt,19111.84417918273
398,0x0a00D785fB387DAa35509aF75DC8b8517B842a55,bnt,20126.2203652834
399,0x0a00D785fB387DAa35509aF75DC8b8517B842a55,eth,97147.9002454837
400,0x0a00D785fB387DAa35509aF75DC8b8517B842a55,link,527407.5741457978
401,0x0a0D973688935D20D751b2319ca4324E1FDe3819,bnt,136.41864712716418
402,0x0a0D973688935D20D751b2319ca4324E1FDe3819,dai,24633.417502960547
